date,PHR,GVR,TRC,VNIndex
09/14/2022,66900,24349,39654.3984375,1240.77001953125
09/13/2022,67300,24398,40485.6015625,1248.400024414063
09/12/2022,67000,24349,39361,1249.619995117188
09/09/2022,68000,24690,40045.6015625,1248.780029296875
09/08/2022,66500,24349,41659.1015625,1234.599975585938
09/07/2022,66200,25128,40436.69921875,1243.170043945313
09/06/2022,70800,25226,40974.6015625,1277.400024414063
09/05/2022,72100,25518,41659.1015625,1277.349975585938
08/31/2022,70600,25664,41854.69921875,1280.510009765625
08/30/2022,70700,25956,41072.3984375,1279.390014648438
08/29/2022,68100,24301,41854.69921875,1270.800048828125
08/26/2022,69400,24739,41854.69921875,1282.569946289063
08/25/2022,69600,24788,41903.6015625,1288.880004882813
08/24/2022,69600,23521,41463.6015625,1277.160034179688
08/23/2022,67600,23327,41756.8984375,1270.81005859375
08/22/2022,67300,23034,39703.30078125,1260.430053710938
08/19/2022,65600,23570,39801.1015625,1269.180053710938
08/18/2022,66500,23716,40779,1273.660034179688
08/17/2022,67900,23911,40045.6015625,1275.280029296875
08/16/2022,68600,24154,39409.8984375,1274.68994140625
08/15/2022,69000,24203,39556.6015625,1274.199951171875
08/12/2022,68600,24203,38432,1262.329956054688
08/11/2022,67700,24057,38138.6015625,1252.069946289063
08/10/2022,69300,24398,38774.30078125,1256.5
08/09/2022,68800,24593,38921,1258.849975585938
08/08/2022,70000,24447,37943.1015625,1256.75
08/05/2022,69700,24106,40583.3984375,1252.739990234375
08/04/2022,69000,23960,39018.80078125,1254.150024414063
08/03/2022,69800,24057,38138.6015625,1249.760009765625
08/02/2022,68400,24154,38432,1241.619995117188
08/01/2022,68000,24057,38529.80078125,1231.349975585938
07/29/2022,66900,23278,38334.19921875,1206.329956054688
07/28/2022,67600,23327,38432,1208.119995117188
07/27/2022,65400,22499,38383.1015625,1191.0400390625
07/26/2022,65400,22158,37503,1185.069946289063
07/25/2022,66000,22207,37551.8984375,1188.5
07/22/2022,66000,22888,37307.3984375,1194.760009765625
07/21/2022,66500,23083,38529.80078125,1198.469970703125
07/20/2022,65000,23180,38089.80078125,1194.140014648438
07/19/2022,66100,22596,40387.80078125,1178.329956054688
07/18/2022,63600,22596,39996.69921875,1176.489990234375
07/15/2022,64000,22547,40387.80078125,1179.25
07/14/2022,64000,22596,41023.5,1182.170043945313
07/13/2022,65500,21963,40094.5,1173.920043945313
07/12/2022,66300,21817,39116.6015625,1174.819946289063
07/11/2022,62800,20405,41659.1015625,1155.2900390625
07/08/2022,63700,20648,39116.6015625,1171.31005859375
07/07/2022,61700,20210,39214.3984375,1166.47998046875
07/06/2022,61400,20307,39605.5,1149.609985351563
07/05/2022,61600,21038,40485.6015625,1181.2900390625
07/04/2022,62000,21817,40192.30078125,1195.530029296875
07/01/2022,64800,22012,40876.80078125,1198.900024414063
06/30/2022,65000,21963,43321.6015625,1197.599975585938
06/29/2022,69800,22304,41561.30078125,1218.089965820313
06/28/2022,70000,22888,40192.30078125,1218.099975585938
06/27/2022,68700,22742,40485.6015625,1202.819946289063
06/24/2022,64900,22158,40534.5,1185.47998046875
06/23/2022,65200,22109,40779,1188.880004882813
06/22/2022,61300,21233,40925.69921875,1169.27001953125
06/21/2022,62000,21135,40094.5,1172.469970703125
06/20/2022,64500,21233,40094.5,1180.400024414063
06/17/2022,65800,22109,40045.6015625,1217.300048828125
06/16/2022,66000,22888,37747.5,1236.630004882813
06/15/2022,64000,22450,38334.19921875,1213.930053710938
06/14/2022,66000,24106,39067.69921875,1230.31005859375
06/13/2022,65100,23667,38138.6015625,1227.0400390625
06/10/2022,70000,25421,39605.5,1284.079956054688
06/09/2022,73000,26735,41072.3984375,1307.800048828125
06/08/2022,73500,26346,40583.3984375,1307.910034179688
06/07/2022,70000,24641,41365.80078125,1291.349975585938
06/06/2022,69000,24495,41952.5,1290.010009765625
06/03/2022,68000,24349,42343.69921875,1287.97998046875
06/02/2022,67000,25128,42050.30078125,1288.619995117188
06/01/2022,65600,24495,42245.8984375,1299.52001953125
05/31/2022,66000,24544,44886.30078125,1292.680053710938
05/30/2022,65000,24788,44544,1293.920043945313
05/27/2022,63300,24836,44397.30078125,1285.449951171875
05/26/2022,62900,24690,44397.30078125,1268.569946289063
05/25/2022,63700,24690,43028.19921875,1268.430053710938
05/24/2022,60600,23521,42930.3984375,1233.380004882813
05/23/2022,60300,23083,40681.19921875,1218.81005859375
05/20/2022,60300,23083,40974.6015625,1240.7099609375
05/19/2022,59600,22353,42294.80078125,1241.640014648438
05/18/2022,59900,22742,45473,1240.760009765625
05/17/2022,58800,22742,47820,1228.369995117188
05/16/2022,55000,21281,49873.6015625,1171.949951171875
05/13/2022,54800,20746,50753.69921875,1182.77001953125
05/12/2022,58900,22304,49873.6015625,1238.839965820313
05/11/2022,63300,23960,49775.80078125,1301.530029296875
05/10/2022,63300,24106,48895.69921875,1293.56005859375
05/09/2022,61400,24301,48797.8984375,1269.619995117188
05/06/2022,66000,26102,48895.69921875,1329.260009765625
05/05/2022,69000,27466,50655.8984375,1360.680053710938
05/04/2022,68300,27320,50655.8984375,1348.680053710938
04/29/2022,70000,28099,49384.69921875,1366.800048828125
04/28/2022,69200,28002,46157.5,1350.989990234375
04/27/2022,70700,28343,45473,1353.77001953125
04/26/2022,68600,27758,44788.5,1341.339965820313
04/25/2022,64200,26735,44984,1310.920043945313
04/22/2022,69000,28732,44495.1015625,1379.22998046875
04/21/2022,74100,29706,45179.6015625,1370.2099609375
04/20/2022,79600,31703,44592.8984375,1384.719970703125
04/19/2022,85500,34089,45473,1406.449951171875
04/18/2022,87500,35842,45179.6015625,1432.599975585938
04/15/2022,86300,35063,44592.8984375,1458.56005859375
04/14/2022,80700,33651,45962,1472.119995117188
04/13/2022,81200,33602,47526.6015625,1477.199951171875
04/12/2022,77000,32141,47428.80078125,1455.25
04/08/2022,78800,33943,46744.30078125,1482
04/07/2022,77900,35355,46939.8984375,1502.349975585938
04/06/2022,82400,36037,46597.6015625,1522.900024414063
04/05/2022,84000,35452,44984,1520.030029296875
04/04/2022,85000,35550,46939.8984375,1524.699951171875
04/01/2022,80800,33651,46939.8984375,1516.43994140625
03/31/2022,80800,33115,44984,1492.150024414063
03/30/2022,79500,32969,46939.8984375,1490.510009765625
03/29/2022,80500,33602,47233.19921875,1497.760009765625
03/28/2022,79700,32969,47331,1483.180053710938
03/25/2022,77600,33797,45962,1498.5
03/24/2022,77100,33992,46939.8984375,1498.260009765625
03/23/2022,77300,34479,44984,1502.339965820313
03/22/2022,75800,33748,44984,1503.780029296875
03/21/2022,77100,33699,46939.8984375,1494.949951171875
03/18/2022,76500,33115,47233.19921875,1469.099975585938
03/17/2022,75900,32920,47331,1461.339965820313
03/16/2022,74400,32823,47331,1459.329956054688
03/15/2022,75600,32969,46939.8984375,1452.739990234375
03/14/2022,74400,32482,46010.8984375,1446.25
03/11/2022,74500,33602,46988.80078125,1466.5400390625
03/10/2022,77900,34625,49384.69921875,1479.079956054688
03/09/2022,78500,35063,47428.80078125,1473.739990234375
03/08/2022,78600,35355,47624.3984375,1473.7099609375
03/07/2022,81500,35793,47526.6015625,1499.050048828125
03/04/2022,81500,35063,45473,1505.329956054688
03/03/2022,81500,35355,46842.1015625,1505
03/02/2022,79000,34479,45913.1015625,1485.52001953125
03/01/2022,80300,34771,44837.3984375,1498.780029296875
02/28/2022,80300,33261,43615,1490.130004882813
02/25/2022,81900,33115,43859.3984375,1498.890014648438
02/24/2022,82500,32823,43908.30078125,1494.849975585938
02/23/2022,83000,33358,43957.19921875,1512.300048828125
02/22/2022,83500,33358,43126,1503.469970703125
02/21/2022,81000,33699,43223.80078125,1510.839965820313
02/18/2022,81000,32725,42050.30078125,1504.839965820313
02/17/2022,81800,33115,42539.30078125,1507.989990234375
02/16/2022,81500,32871,43419.3984375,1492.099975585938
02/15/2022,84400,32482,42637.1015625,1492.75
02/14/2022,84600,32433,42392.6015625,1471.9599609375
02/11/2022,84400,33066,43957.19921875,1501.7099609375
02/10/2022,82400,32725,44006.1015625,1506.7900390625
02/09/2022,80000,32238,44984,1505.380004882813
02/08/2022,80200,32141,43028.19921875,1500.989990234375
02/07/2022,80200,31362,44103.8984375,1497.660034179688
01/28/2022,78400,30388,44201.69921875,1478.9599609375
01/27/2022,79000,29901,42637.1015625,1470.760009765625
01/26/2022,78200,30193,43028.19921875,1481.579956054688
01/25/2022,79500,30437,42637.1015625,1479.579956054688
01/24/2022,74300,29365,44690.69921875,1439.7099609375
01/21/2022,79800,31557,44495.1015625,1472.890014648438
01/20/2022,81900,31654,44006.1015625,1465.300048828125
01/19/2022,79100,30972,44495.1015625,1442.7900390625
01/18/2022,74000,30290,44837.30078125,1438.93994140625
01/17/2022,74000,32384,44885.19921875,1452.839965820313
01/14/2022,79400,34771,44023.8984375,1496.02001953125
01/13/2022,79000,34576,44023.8984375,1496.050048828125
01/12/2022,82000,36037,44789.5,1510.510009765625
01/11/2022,78500,35842,44789.5,1492.31005859375
01/10/2022,77700,36719,44119.6015625,1503.7099609375
01/07/2022,78000,37498,46416.5,1528.47998046875
01/06/2022,78100,37595,45937.8984375,1528.569946289063
01/05/2022,73000,37400,45459.3984375,1522.5
01/04/2022,72100,36621,45028.80078125,1525.579956054688
12/31/2021,71300,35988,44023.8984375,1498.280029296875
12/30/2021,70800,36037,44980.8984375,1485.969970703125
12/29/2021,70800,35939,44980.8984375,1485.819946289063
12/28/2021,71700,36865,44023.8984375,1494.390014648438
12/27/2021,72000,37595,44023.8984375,1488.880004882813
12/24/2021,73600,38034,44980.8984375,1477.030029296875
12/23/2021,75000,37985,45076.6015625,1456.9599609375
12/22/2021,73000,37985,45937.8984375,1477.670043945313
12/21/2021,71700,36719,45794.3984375,1478.739990234375
12/20/2021,71200,36621,45937.8984375,1477.329956054688
12/17/2021,73000,37254,44980.8984375,1479.7900390625
12/16/2021,72000,36865,44215.30078125,1476.609985351563
12/15/2021,70600,36767,44885.19921875,1475.5
12/14/2021,70021,37157,44885.19921875,1476.02001953125
12/13/2021,70600,37498,45172.30078125,1476.2099609375
12/10/2021,69441,36524,44980.8984375,1463.5400390625
12/09/2021,65674,36378,44980.8984375,1467.97998046875
12/08/2021,63743,36037,45074.80078125,1452.869995117188
12/07/2021,63839,35647,45074.80078125,1446.77001953125
12/06/2021,61811,35063,44323.6015625,1413.579956054688
12/03/2021,64033,35550,42727.19921875,1443.319946289063
12/02/2021,68439,37644,43384.5,1482.050048828125
12/01/2021,68720,37498,43384.5,1485.18994140625
11/30/2021,69283,37790,42351.5,1478.43994140625
11/29/2021,66001,35842,42351.5,1484.839965820313
11/26/2021,66283,35988,42492.3984375,1493.030029296875
11/25/2021,67033,36816,41506.3984375,1500.81005859375
11/24/2021,66658,36232,40943,1488.869995117188
11/23/2021,64783,36524,40849,1463.630004882813
11/22/2021,64501,34673,39910,1447.25
11/19/2021,69283,36719,40379.5,1452.349975585938
11/18/2021,72470,38813,41130.80078125,1469.829956054688
11/17/2021,70220,38959,40191.69921875,1475.849975585938
11/16/2021,65626,38326,40332.6015625,1466.449951171875
11/15/2021,65814,39446,40379.5,1476.569946289063
11/12/2021,65064,40322,40473.3984375,1473.369995117188
11/11/2021,65720,40809,39158.69921875,1462.349975585938
11/10/2021,67501,40030,39064.80078125,1465.02001953125
11/09/2021,65814,39543,37938,1461.5
11/08/2021,64033,39641,38078.80078125,1467.569946289063
11/05/2021,64033,39056,38078.80078125,1456.510009765625
11/04/2021,62157,38910,38970.8984375,1448.339965820313
11/03/2021,59532,38277,38595.30078125,1444.300048828125
11/02/2021,58689,41004,39440.5,1452.4599609375
11/01/2021,55782,38326,40849,1438.969970703125
10/29/2021,57189,38764,41553.30078125,1444.27001953125
10/28/2021,57657,39007,38877,1438.010009765625
10/27/2021,57189,38959,36341.6015625,1423.02001953125
10/26/2021,55220,38423,36059.80078125,1391.630004882813
10/25/2021,54845,38277,36529.3984375,1385.400024414063
10/22/2021,54564,37303,36153.80078125,1389.239990234375
10/21/2021,54845,36134,35778.1015625,1384.77001953125
10/20/2021,52689,36524,35778.1015625,1393.800048828125
10/19/2021,50720,36524,36200.69921875,1395.329956054688
10/18/2021,51470,36865,36247.69921875,1395.530029296875
10/15/2021,51564,37206,35496.3984375,1392.699951171875
10/14/2021,50907,37400,35308.6015625,1391.849975585938
10/13/2021,49407,36524,36153.80078125,1391.910034179688
10/12/2021,50063,36816,36529.3984375,1394.800048828125
10/11/2021,50438,36816,35543.3984375,1394.089965820313
10/08/2021,50157,36670,35449.5,1372.72998046875
10/07/2021,50532,37206,36059.80078125,1365.989990234375
10/06/2021,50063,36865,35778.1015625,1362.819946289063
10/05/2021,49407,36524,34745.19921875,1354.630004882813
10/04/2021,48751,36134,34745.19921875,1339.5400390625
10/01/2021,48376,35160,35778.1015625,1334.890014648438
09/30/2021,49220,34966,34745.19921875,1342.06005859375
09/29/2021,49126,35063,34275.6015625,1339.2099609375
09/28/2021,47907,34868,35825.1015625,1339.31005859375
09/27/2021,47813,34673,35778.1015625,1324.989990234375
09/24/2021,48563,36037,35355.6015625,1351.170043945313
09/23/2021,49313,36232,33806.1015625,1352.760009765625
09/22/2021,49313,36037,33900,1350.680053710938
09/21/2021,48376,35452,34369.5,1339.839965820313
09/20/2021,49313,36426,34557.3984375,1350.47998046875
09/17/2021,50438,37547,33806.1015625,1352.640014648438
09/16/2021,50438,37400,33806.1015625,1345.869995117188
09/15/2021,50532,37498,33806.1015625,1345.829956054688
09/14/2021,51095,37011,33947,1339.699951171875
09/13/2021,51657,36719,33336.6015625,1341.430053710938
09/10/2021,52782,38277,33900,1345.31005859375
09/09/2021,51376,38910,33336.6015625,1343.97998046875
09/08/2021,50814,37985,32914,1333.609985351563
09/07/2021,51282,37839,33759.19921875,1341.900024414063
09/06/2021,51939,38277,32867.1015625,1346.390014648438
09/01/2021,49595,39056,33806.1015625,1334.650024414063
08/31/2021,49688,37741,33477.3984375,1331.469970703125
08/30/2021,48751,36621,33900,1328.140014648438
08/27/2021,46970,36426,33289.6015625,1313.199951171875
08/26/2021,46876,34576,35120.80078125,1301.119995117188
08/25/2021,47157,34284,33665.30078125,1309.550048828125
08/24/2021,47345,33115,34275.6015625,1298.739990234375
08/23/2021,46876,33310,33665.30078125,1298.859985351563
08/20/2021,48095,35404,33806.1015625,1329.430053710938
08/19/2021,49970,37790,32162.80078125,1374.849975585938
08/18/2021,49782,36573,34275.6015625,1360.93994140625
08/17/2021,50251,36524,35684.19921875,1363.089965820313
08/16/2021,51001,36232,35965.8984375,1370.9599609375
08/13/2021,50251,33894,36153.80078125,1357.050048828125
08/12/2021,50345,33407,36435.5,1353.050048828125
08/11/2021,49688,33212,36623.30078125,1357.7900390625
08/10/2021,49876,34089,36623.30078125,1362.430053710938
08/09/2021,49876,34284,39000,1359.859985351563
08/06/2021,47438,33310,36341.6015625,1341.449951171875
08/05/2021,47063,33943,36764.1015625,1345.550048828125
08/04/2021,47720,32579,36858,1334.739990234375
08/03/2021,47626,32823,37092.80078125,1332.43994140625
08/02/2021,47813,32628,36623.30078125,1314.219970703125
07/30/2021,46688,32823,37562.30078125,1310.050048828125
07/29/2021,45657,32287,38031.8984375,1293.599975585938
07/28/2021,45657,31800,39252.6015625,1277.069946289063
07/27/2021,45751,31946,38501.3984375,1276.930053710938
07/26/2021,45751,31654,38501.3984375,1272.7099609375
07/23/2021,46126,30193,38501.3984375,1268.829956054688
07/22/2021,46642,30680,38031.8984375,1293.670043945313
07/21/2021,45938,29414,38031.8984375,1270.7900390625
07/20/2021,46126,29998,38501.3984375,1273.2900390625
07/19/2021,44485,28440,38031.8984375,1243.510009765625
07/16/2021,46407,30534,38031.8984375,1299.31005859375
07/15/2021,46126,29706,38501.3984375,1293.920043945313
07/14/2021,45001,28537,36811.1015625,1279.910034179688
07/13/2021,46032,29219,36811.1015625,1297.5400390625
07/12/2021,45095,28635,34698.19921875,1296.300048828125
07/09/2021,47626,30777,34745.19921875,1347.140014648438
07/08/2021,48563,33066,34745.19921875,1374.680053710938
07/07/2021,48845,33748,34745.19921875,1388.550048828125
07/06/2021,47438,32920,34275.6015625,1354.7900390625
07/05/2021,50438,35355,33806.1015625,1411.130004882813
07/02/2021,52595,35258,35026.8984375,1420.27001953125
07/01/2021,53157,35452,35402.5,1417.079956054688
06/30/2021,53064,34089,34275.6015625,1408.550048828125
06/29/2021,53626,34771,35120.80078125,1410.0400390625
06/28/2021,53814,35355,35684.19921875,1405.81005859375
06/25/2021,53439,34040,33806.1015625,1390.119995117188
06/24/2021,53907,33894,33806.1015625,1379.719970703125
06/23/2021,53157,32628,35684.19921875,1376.869995117188
06/22/2021,53814,33456,34698.19921875,1379.969970703125
06/21/2021,54564,33602,36000,1372.630004882813
06/18/2021,55314,33602,35120.80078125,1377.77001953125
06/17/2021,55782,33066,33806.1015625,1359.920043945313
06/16/2021,53157,31216,33806.1015625,1356.52001953125
06/15/2021,53064,30972,33806.1015625,1367.359985351563
06/14/2021,51282,28976,33806.1015625,1361.719970703125
06/11/2021,50814,28391,35637.30078125,1351.739990234375
06/10/2021,50532,27758,38000,1323.579956054688
06/09/2021,51564,28537,35965.8984375,1332.900024414063
06/08/2021,52032,28489,34275.6015625,1319.880004882813
06/07/2021,53345,30583,34745.19921875,1358.780029296875
