date,PHR,VNIndex
09/23/2019,53900,985.75
09/20/2019,54300,990.3599853515625
09/19/2019,55500,997.0999755859375
09/18/2019,56000,995.1500244140625
09/17/2019,55400,996.739990234375
09/16/2019,54100,989.8599853515625
09/13/2019,54900,987.219970703125
09/12/2019,55000,976.0700073242188
09/11/2019,55300,969.3099975585938
09/10/2019,53300,970.260009765625
09/09/2019,55000,974.1199951171875
09/06/2019,59100,974.0800170898438
09/05/2019,62400,976.7899780273438
09/04/2019,62400,977.6300048828125
09/03/2019,63690,979.3599853515625
08/30/2019,68452,984.0599975585938
08/29/2019,69543,978.5900268554688
08/28/2019,70832,977.260009765625
08/27/2019,70436,976.7899780273438
08/26/2019,70237,982.8800048828125
08/23/2019,72200,992.4500122070313
08/22/2019,73100,997.260009765625
08/21/2019,73100,994.3800048828125
08/20/2019,74100,984.6699829101563
08/19/2019,71800,981.030029296875
08/16/2019,71600,980
08/15/2019,72000,979.3800048828125
08/14/2019,69200,968.9099731445313
08/13/2019,70000,966.8300170898438
08/12/2019,72500,975.3099975585938
08/09/2019,75300,974.3400268554688
08/08/2019,75200,975.239990234375
08/07/2019,75600,965.9299926757813
08/06/2019,75300,964.6099853515625
08/05/2019,75600,973.1500244140625
08/02/2019,74000,991.0999755859375
08/01/2019,72200,997.3900146484375
07/31/2019,69600,991.6599731445313
07/30/2019,67500,986.02001953125
07/29/2019,68600,997.9400024414063
07/26/2019,69000,993.3499755859375
07/25/2019,68800,994.9500122070313
07/24/2019,70500,988.4099731445313
07/23/2019,69800,989.4600219726563
07/22/2019,67500,982.0399780273438
07/19/2019,65000,982.3400268554688
07/18/2019,64400,976.0499877929688
07/17/2019,61500,982.5700073242188
07/16/2019,61900,982.1099853515625
07/15/2019,60800,972.530029296875
07/12/2019,59700,975.4000244140625
07/11/2019,59800,978.6300048828125
07/10/2019,59800,973.6500244140625
07/09/2019,59600,969.0499877929688
07/08/2019,58600,966.3499755859375
07/05/2019,60600,975.3400268554688
07/04/2019,61000,973.0399780273438
07/03/2019,59500,960.3900146484375
07/02/2019,59500,961.97998046875
07/01/2019,59300,965.6099853515625
06/28/2019,61200,949.9400024414063
06/27/2019,57600,943.1099853515625
06/26/2019,57900,959.1300048828125
06/25/2019,57400,960.1300048828125
06/24/2019,57000,962.8499755859375
06/21/2019,58900,959.2000122070313
06/20/2019,58800,959.1799926757813
06/19/2019,58600,949.6900024414063
06/18/2019,56000,944.010009765625
06/17/2019,55800,946.9500122070313
06/14/2019,56000,953.6099853515625
06/13/2019,57500,950.0800170898438
06/12/2019,56800,954.1699829101563
06/11/2019,56900,962.0700073242188
06/10/2019,58500,962.9000244140625
06/07/2019,58000,958.280029296875
06/06/2019,56500,948.2100219726563
06/05/2019,56600,951.4099731445313
06/04/2019,55000,951.1599731445313
06/03/2019,54000,946.469970703125
05/31/2019,55900,959.8800048828125
05/30/2019,58100,969.3400268554688
05/29/2019,58000,971.5399780273438
05/28/2019,62000,972
05/27/2019,61600,975.1400146484375
05/24/2019,59200,970.030029296875
05/23/2019,60000,982.7100219726563
05/22/2019,57600,983.780029296875
05/21/2019,58800,986.2899780273438
05/20/2019,59400,987.1300048828125
05/17/2019,55700,976.47998046875
05/16/2019,55700,975.6900024414063
05/15/2019,55400,975.6400146484375
05/14/2019,55500,965.3400268554688
05/13/2019,54100,958.5399780273438
05/10/2019,51100,952.5499877929688
05/09/2019,51500,947.010009765625
05/08/2019,51700,951.219970703125
05/07/2019,51900,957.5599975585938
05/06/2019,50600,957.969970703125
05/03/2019,50600,974.1400146484375
05/02/2019,51600,978.5
04/26/2019,52000,979.6400146484375
04/25/2019,50300,974.1300048828125
04/24/2019,50700,976.9199829101563
04/23/2019,49000,968
04/22/2019,48500,965.8599853515625
04/19/2019,50000,966.2100219726563
04/18/2019,50000,962.2999877929688
04/17/2019,50500,972.0999755859375
04/16/2019,50500,977.1699829101563
04/12/2019,51300,982.9000244140625
04/11/2019,51300,985.9500122070313
04/10/2019,51500,981.9099731445313
04/09/2019,50900,988.47998046875
04/08/2019,52300,997.5599975585938
04/05/2019,52900,989.260009765625
04/04/2019,53300,986.9099731445313
04/03/2019,52500,984.4600219726563
04/02/2019,52200,985.8099975585938
04/01/2019,52500,988.530029296875
03/29/2019,52600,980.760009765625
03/28/2019,52000,982.97998046875
03/27/2019,50400,975.9099731445313
03/26/2019,47900,969.7899780273438
03/25/2019,49500,970.0700073242188
03/22/2019,53200,988.7100219726563
03/21/2019,56200,981.780029296875
03/20/2019,54000,1002.299987792969
03/19/2019,53000,1006.590026855469
03/18/2019,51300,1011.859985351563
03/15/2019,49200,1004.119995117188
03/14/2019,49000,1008.440002441406
03/13/2019,49900,1005.409973144531
03/12/2019,49150,1001.320007324219
03/11/2019,49000,984.5999755859375
03/08/2019,47400,985.25
03/07/2019,44750,994.030029296875
03/06/2019,45700,994.489990234375
03/05/2019,45700,992.4500122070313
03/04/2019,46000,993.989990234375
03/01/2019,45400,979.6300048828125
02/28/2019,44000,965.469970703125
02/27/2019,45000,990.27001953125
02/26/2019,43900,987.0599975585938
02/25/2019,43000,994.4299926757813
02/22/2019,40500,988.9099731445313
02/21/2019,39700,987.5700073242188
02/20/2019,39900,970.5800170898438
02/19/2019,39800,964.3499755859375
02/18/2019,39500,961.2999877929688
02/15/2019,38200,950.8900146484375
02/14/2019,37600,952.3400268554688
02/13/2019,37950,945.25
02/12/2019,37600,937.5399780273438
02/11/2019,36450,926.0999755859375
02/01/2019,35550,908.6699829101563
01/31/2019,35500,910.6500244140625
01/30/2019,35900,915.8400268554688
01/29/2019,35900,915.9299926757813
01/28/2019,34900,912.1799926757813
01/25/2019,35600,908.8800048828125
01/24/2019,35900,908.7899780273438
01/23/2019,36200,908.1799926757813
01/22/2019,35500,906.5499877929688
01/21/2019,36100,911.0499877929688
01/18/2019,36000,902.2999877929688
01/17/2019,34700,901.8900146484375
01/16/2019,36000,908.7000122070313
01/15/2019,36500,909.6799926757813
01/14/2019,36500,901.7999877929688
01/11/2019,36000,902.7100219726563
01/10/2019,35100,898.2999877929688
01/09/2019,35300,896.989990234375
01/08/2019,35000,887.4400024414063
01/07/2019,35000,889.6400146484375
01/04/2019,34650,880.9000244140625
01/03/2019,33950,878.219970703125
01/02/2019,34000,891.75
12/28/2018,33450,892.5399780273438
12/27/2018,32500,900.8099975585938
12/26/2018,31800,891.75
12/25/2018,31800,897.9400024414063
12/24/2018,32750,908.5599975585938
12/21/2018,32950,912.260009765625
12/20/2018,32500,918.239990234375
12/19/2018,31500,919.239990234375
12/18/2018,30500,927.25
12/17/2018,30500,933.6500244140625
12/14/2018,29900,952.0399780273438
12/13/2018,30500,960.25
12/12/2018,30200,961.280029296875
12/11/2018,29819,954.5800170898438
12/10/2018,30200,955.8900146484375
12/07/2018,30581,958.5900268554688
12/06/2018,30533,954.8200073242188
12/05/2018,30390,957.1400146484375
12/04/2018,30867,958.8400268554688
12/03/2018,30867,951.5900268554688
11/30/2018,30010,926.5399780273438
11/29/2018,30400,926.7899780273438
11/28/2018,31500,930.2000122070313
11/27/2018,31950,923.1199951171875
11/26/2018,32000,921.030029296875
11/23/2018,31100,917.969970703125
11/22/2018,32000,924.4199829101563
11/21/2018,32000,922.5599975585938
11/20/2018,31900,919.02001953125
11/19/2018,30700,916.0599975585938
11/16/2018,31000,898.1900024414063
11/15/2018,30850,897.1500244140625
11/14/2018,30850,900.9299926757813
11/13/2018,29200,905.3800048828125
11/12/2018,28600,918.1199951171875
11/09/2018,28900,914.2899780273438
11/08/2018,29000,926.280029296875
11/07/2018,29200,922.1599731445313
11/06/2018,29300,922.0499877929688
11/05/2018,29800,925.530029296875
11/02/2018,28900,924.8599853515625
11/01/2018,28250,907.9600219726563
10/31/2018,28500,914.760009765625
10/30/2018,27600,888.6900024414063
10/29/2018,28100,888.8200073242188
10/26/2018,28050,900.8200073242188
10/25/2018,28200,910.1699829101563
10/24/2018,28100,922.72998046875
10/23/2018,28700,939.6799926757813
10/22/2018,28800,953.510009765625
10/19/2018,29200,958.3599853515625
10/18/2018,29100,963.469970703125
10/17/2018,29100,971.5999755859375
10/16/2018,29300,963.3699951171875
10/15/2018,28200,951.6400146484375
10/12/2018,27700,970.0800170898438
10/11/2018,26400,945.8900146484375
10/10/2018,28000,993.9600219726563
10/09/2018,28500,996.1900024414063
10/08/2018,29000,996.1199951171875
10/05/2018,28450,1008.390014648438
10/04/2018,27650,1023.619995117188
10/03/2018,26800,1020.400024414063
10/02/2018,26800,1018.789978027344
10/01/2018,26950,1012.880004882813
09/28/2018,26600,1017.130004882813
09/27/2018,26900,1015.369995117188
09/26/2018,27450,1009.609985351563
09/25/2018,27000,1010.739990234375
09/24/2018,26250,1011.289978027344
09/21/2018,26400,1002.969970703125
09/20/2018,26750,1004.739990234375
09/19/2018,26500,995.5399780273438
09/18/2018,27100,993.489990234375
09/17/2018,26800,987.6099853515625
09/14/2018,25750,991.3400268554688
09/13/2018,24850,987.9500122070313
09/12/2018,24900,987.010009765625
09/11/2018,24500,985.0599975585938
09/10/2018,24650,970.3400268554688
09/07/2018,25000,968.9000244140625
09/06/2018,24550,958.1900024414063
09/05/2018,24950,968.4400024414063
09/04/2018,25000,975.9400024414063
08/31/2018,25250,989.5399780273438
08/30/2018,25450,998.0700073242188
08/29/2018,25200,988.1699829101563
08/28/2018,25700,995.1900024414063
08/27/2018,25500,991.9199829101563
08/24/2018,26000,987.0499877929688
08/23/2018,26000,987.3599853515625
08/22/2018,24500,982.1500244140625
08/21/2018,24400,979.2100219726563
08/20/2018,23900,969.6199951171875
08/17/2018,24300,968.8800048828125
08/16/2018,24350,964.280029296875
08/15/2018,24350,961.3699951171875
08/14/2018,24500,978.27001953125
08/13/2018,24200,978.0399780273438
08/10/2018,24000,968.469970703125
08/09/2018,23600,963.5
08/08/2018,23600,966.27001953125
08/07/2018,23400,956.7899780273438
08/06/2018,23350,960.22998046875
08/03/2018,23700,959.5999755859375
08/02/2018,23500,953.5499877929688
08/01/2018,24000,952.77001953125
07/31/2018,24800,956.3900146484375
07/30/2018,23400,949.72998046875
07/27/2018,21900,935.52001953125
07/26/2018,20500,930.1599731445313
07/25/2018,20000,927.5800170898438
07/24/2018,19950,934.0800170898438
07/23/2018,20050,936.739990234375
07/20/2018,20050,933.3900146484375
07/19/2018,20100,943.969970703125
07/18/2018,20250,942.3900146484375
07/17/2018,20100,921.27001953125
07/16/2018,19900,911.1099853515625
07/13/2018,20000,909.719970703125
07/12/2018,20000,898.510009765625
07/11/2018,19850,893.1599731445313
07/10/2018,20250,911.1199951171875
07/09/2018,19500,915.1199951171875
07/06/2018,19500,917.510009765625
07/05/2018,18600,899.4000244140625
07/04/2018,19000,914.989990234375
07/03/2018,18900,906.010009765625
07/02/2018,19600,947.1500244140625
06/29/2018,20800,960.780029296875
06/28/2018,21000,957.3499755859375
06/27/2018,21600,968.9099731445313
06/26/2018,22700,983.02001953125
06/25/2018,23000,990.52001953125
06/22/2018,22600,983.1699829101563
06/21/2018,22600,969.4000244140625
06/20/2018,23100,980.9500122070313
06/19/2018,22450,962.1599731445313
06/18/2018,24000,987.3400268554688
06/15/2018,25400,1016.510009765625
06/14/2018,25850,1015.719970703125
06/13/2018,25320,1030.530029296875
06/12/2018,25206,1020.760009765625
06/11/2018,25974,1039.02001953125
06/08/2018,26629,1039.010009765625
06/07/2018,26742,1036.68994140625
06/06/2018,26174,1034.5
06/05/2018,24637,1022.739990234375
06/04/2018,24865,1013.780029296875
06/01/2018,24182,992.8699951171875
05/31/2018,24296,971.25
05/30/2018,23499,948.5
05/29/2018,23613,952.1799926757813
05/28/2018,22361,931.75
05/25/2018,23954,963.9000244140625
05/24/2018,24580,985.9199829101563
05/23/2018,24239,988.9400024414063
05/22/2018,24239,985.9099731445313
05/21/2018,24922,1014.97998046875
05/18/2018,25320,1040.5400390625
05/17/2018,25206,1030.640014648438
05/16/2018,25178,1054.619995117188
05/15/2018,25320,1073.5
05/14/2018,24979,1066.97998046875
05/11/2018,23954,1044.849975585938
05/10/2018,23698,1028.869995117188
05/09/2018,23499,1056.969970703125
05/08/2018,23442,1060.449951171875
05/07/2018,22873,1062.260009765625
05/04/2018,22873,1026.800048828125
05/03/2018,23328,1026.4599609375
05/02/2018,23215,1029.079956054688
04/27/2018,23215,1050.260009765625
04/26/2018,22987,1044.859985351563
04/24/2018,23044,1080.739990234375
04/23/2018,22873,1076.780029296875
04/20/2018,23727,1119.859985351563
04/19/2018,23898,1094.630004882813
04/18/2018,24466,1138.530029296875
04/17/2018,24609,1153.280029296875
04/16/2018,24950,1148.489990234375
04/13/2018,24239,1157.140014648438
04/12/2018,24125,1173.02001953125
04/11/2018,24353,1167.109985351563
04/10/2018,25206,1198.119995117188
04/09/2018,25576,1204.329956054688
04/06/2018,26174,1199.9599609375
04/05/2018,26344,1193.170043945313
04/04/2018,26174,1191.5400390625
04/03/2018,27027,1188.2900390625
04/02/2018,27283,1196.609985351563
03/30/2018,26287,1174.4599609375
03/29/2018,25576,1167.030029296875
03/28/2018,25320,1172.239990234375
03/27/2018,25320,1171.72998046875
03/26/2018,25604,1171.219970703125
03/23/2018,26003,1153.589965820313
03/22/2018,26572,1172.359985351563
03/21/2018,26742,1169.359985351563
03/20/2018,26344,1159.390014648438
03/19/2018,26629,1159.219970703125
03/16/2018,27539,1150.18994140625
03/15/2018,27767,1138.760009765625
03/14/2018,28336,1138.089965820313
03/13/2018,27596,1133.31005859375
03/12/2018,27994,1126.2900390625
03/09/2018,28734,1123.410034179688
03/08/2018,29303,1124.150024414063
03/07/2018,28734,1112.260009765625
03/06/2018,28450,1120.2900390625
03/05/2018,27312,1093.47998046875
03/02/2018,27994,1121.2099609375
03/01/2018,27653,1115.7900390625
02/28/2018,27255,1121.5400390625
02/27/2018,25775,1119.609985351563
02/26/2018,26174,1114.530029296875
02/23/2018,26174,1102.849975585938
02/22/2018,25889,1076.030029296875
02/21/2018,26287,1087.150024414063
02/13/2018,26799,1059.72998046875
02/12/2018,25889,1041.7900390625
02/09/2018,24438,1003.940002441406
02/08/2018,24410,1023.25
02/07/2018,24751,1040.550048828125
02/06/2018,24694,1011.599975585938
02/05/2018,24751,1048.7099609375
02/02/2018,26230,1105.0400390625
02/01/2018,26373,1099.670043945313
01/31/2018,26913,1110.359985351563
01/30/2018,26629,1110.56005859375
01/29/2018,26174,1109.800048828125
01/26/2018,28108,1115.640014648438
01/25/2018,28563,1104.569946289063
01/22/2018,29587,1087.420043945313
01/19/2018,28620,1087.420043945313
01/18/2018,28279,1062.069946289063
01/17/2018,27824,1050.25
01/16/2018,28962,1034.68994140625
01/15/2018,28336,1062.9599609375
01/12/2018,27084,1063.469970703125
01/11/2018,27255,1050.109985351563
01/10/2018,27255,1048.170043945313
01/09/2018,27312,1038.109985351563
01/08/2018,27653,1033.56005859375
01/05/2018,26742,1022.900024414063
01/04/2018,26742,1012.650024414063
01/03/2018,25889,1019.75
01/02/2018,26174,1005.669982910156
12/29/2017,24666,995.77001953125
12/28/2017,24893,984.239990234375
12/27/2017,24410,976.719970703125
12/26/2017,23954,968.4600219726563
12/25/2017,23613,965.9299926757813
12/22/2017,24182,958.3099975585938
12/21/2017,24438,952.3200073242188
12/20/2017,24239,946.0599975585938
12/19/2017,23613,953.510009765625
12/18/2017,23499,951.4199829101563
12/15/2017,23556,958.0599975585938
12/14/2017,23784,935.1599731445313
12/13/2017,23585,935.8499755859375
12/12/2017,23784,924.4000244140625
12/11/2017,23898,927.25
12/08/2017,24466,917.4500122070313
12/07/2017,24922,940.1599731445313
12/06/2017,24068,938.6500244140625
12/05/2017,24466,947.6400146484375
12/04/2017,25292,953.2999877929688
12/01/2017,25320,970.02001953125
11/30/2017,24239,960.3300170898438
11/29/2017,23755,949.9299926757813
11/28/2017,23670,952.1400146484375
11/27/2017,24011,941.2100219726563
11/24/2017,24040,938.6099853515625
11/23/2017,23044,935.5700073242188
11/22/2017,22532,933.7000122070313
11/21/2017,22703,932.6599731445313
11/20/2017,22703,918.2999877929688
11/17/2017,22589,903.5499877929688
11/16/2017,22816,890.6900024414063
11/15/2017,22248,892.7999877929688
11/14/2017,21593,882.5900268554688
11/13/2017,21678,880.9000244140625
11/10/2017,22134,879.3400268554688
11/09/2017,22219,868.2100219726563
11/08/2017,22361,860.4000244140625
11/07/2017,22646,859.7000122070313
11/06/2017,22646,850.3300170898438
11/03/2017,22248,849.0900268554688
11/02/2017,22191,843.72998046875
11/01/2017,22930,833.0900268554688
10/31/2017,23272,842.7100219726563
10/30/2017,23016,837.280029296875
10/27/2017,22930,845.2000122070313
10/26/2017,22703,840.3699951171875
10/25/2017,22816,830.1099853515625
10/24/2017,22930,830.6900024414063
10/23/2017,22959,825.239990234375
10/20/2017,23471,820.0399780273438
10/19/2017,23528,826.8400268554688
10/18/2017,23784,828.9299926757813
10/17/2017,23841,827.719970703125
10/16/2017,24182,828.2899780273438
10/13/2017,23784,819.4299926757813
10/12/2017,23784,820.9500122070313
10/11/2017,23898,815.8699951171875
10/10/2017,23898,813.9500122070313
10/09/2017,23613,810.6500244140625
10/06/2017,23869,808.9600219726563
10/05/2017,23272,807.7999877929688
10/04/2017,23272,805.22998046875
10/03/2017,23215,805.6599731445313
10/02/2017,23499,798
09/29/2017,23898,802.22998046875
09/28/2017,23328,804.4199829101563
09/27/2017,23841,804.8200073242188
09/26/2017,24267,803.77001953125
09/25/2017,24523,805.3499755859375
09/22/2017,24466,805.5800170898438
09/21/2017,24068,807.1300048828125
09/20/2017,24068,803.9299926757813
09/19/2017,23784,805.8599853515625
09/18/2017,24182,805.9299926757813
09/15/2017,23528,807.8699951171875
09/14/2017,23414,805.8200073242188
09/13/2017,23158,806.3200073242188
09/12/2017,22646,802.780029296875
09/11/2017,22191,799.9400024414063
09/08/2017,22760,797.469970703125
09/07/2017,23328,801.2000122070313
09/06/2017,23499,796.719970703125
09/05/2017,23556,793.5499877929688
09/01/2017,23243,792.3099975585938
08/31/2017,23442,788.72998046875
08/30/2017,23585,782.760009765625
08/29/2017,23101,778.6500244140625
08/28/2017,22674,774.030029296875
08/25/2017,22532,777.260009765625
08/24/2017,22703,771.6300048828125
08/23/2017,22532,769.77001953125
08/22/2017,22475,765.97998046875
08/21/2017,22873,761.260009765625
08/18/2017,23101,768.7899780273438
08/17/2017,23385,768.969970703125
08/16/2017,23784,767.5900268554688
08/15/2017,23727,773.5700073242188
08/14/2017,22560,771.0599975585938
08/11/2017,22475,776.1699829101563
08/10/2017,22703,772.0800170898438
08/09/2017,22191,773.4299926757813
08/08/2017,22760,773.6599731445313
08/07/2017,22930,791.5700073242188
08/04/2017,22617,792.97998046875
08/03/2017,22617,788.6799926757813
08/02/2017,22077,788.489990234375
08/01/2017,22077,786.22998046875
07/31/2017,22020,786.8099975585938
07/28/2017,21963,783.5499877929688
07/27/2017,21280,777.0900268554688
07/26/2017,21337,771.5
07/25/2017,20768,773.8800048828125
07/24/2017,19630,767.27001953125
07/21/2017,19459,759.739990234375
07/20/2017,19459,761.8599853515625
07/19/2017,19431,768.4099731445313
07/18/2017,19630,771.2999877929688
07/17/2017,19858,767.489990234375
07/14/2017,19801,768.9099731445313
07/13/2017,19972,777.5999755859375
07/12/2017,19972,778.2999877929688
07/11/2017,19687,774.1699829101563
07/10/2017,19516,769.3599853515625
07/07/2017,20256,766.5599975585938
07/06/2017,20256,775.72998046875
07/05/2017,19915,782.6500244140625
07/04/2017,19630,778.3200073242188
07/03/2017,19886,775.5399780273438
06/30/2017,19858,778.8800048828125
06/29/2017,19858,776.469970703125
06/28/2017,19801,771.75
06/27/2017,19630,769.0399780273438
06/26/2017,20199,767.510009765625
06/23/2017,20484,772.52001953125
06/22/2017,20711,769.010009765625
06/21/2017,20711,766.2999877929688
06/20/2017,19744,767.4099731445313
06/19/2017,19346,767.989990234375
06/16/2017,19516,766.8300170898438
06/15/2017,19402,761.239990234375
06/14/2017,19346,760.5700073242188
06/13/2017,18606,760.77001953125
06/12/2017,18777,756.8900146484375
06/09/2017,19289,751.0900268554688
06/08/2017,19545,749.719970703125
06/07/2017,19972,750.1300048828125
06/06/2017,19687,753.4600219726563
06/05/2017,19801,751.3099975585938
06/02/2017,18634,743.489990234375
06/01/2017,18549,738.8099975585938
05/31/2017,18264,741.7999877929688
05/30/2017,18578,737.8200073242188
05/29/2017,17923,738.2100219726563
05/26/2017,18151,746.25
05/25/2017,18265,743.4099731445313
05/24/2017,17564,741.9099731445313
05/23/2017,16433,742.739990234375
05/22/2017,16864,740.9299926757813
05/19/2017,16756,744.0999755859375
05/18/2017,16163,733.8200073242188
05/17/2017,15786,726.989990234375
05/16/2017,15301,727.2000122070313
05/15/2017,15194,725.030029296875
05/12/2017,15032,725.3499755859375
05/11/2017,15086,725.3699951171875
05/10/2017,14385,724.989990234375
05/09/2017,13954,724.3099975585938
05/08/2017,14062,722.1099853515625
05/05/2017,14278,718.8599853515625
05/04/2017,14278,720
05/03/2017,13604,722.02001953125
04/28/2017,13658,719.5399780273438
04/27/2017,13658,717.72998046875
04/26/2017,13820,716.530029296875
04/25/2017,13416,710.0399780273438
04/24/2017,13469,707.5800170898438
04/21/2017,13631,709.3900146484375
04/20/2017,13523,712.4099731445313
04/19/2017,13416,712.6599731445313
04/18/2017,13631,716.77001953125
04/17/2017,13685,714.9299926757813
04/14/2017,13900,710.8300170898438
04/13/2017,14385,718.4500122070313
04/12/2017,14385,724.3499755859375
04/11/2017,14709,725.5800170898438
04/10/2017,14816,731.3300170898438
04/07/2017,14116,729.8699951171875
04/05/2017,14439,727.9500122070313
04/04/2017,13900,723.219970703125
04/03/2017,14116,724.1400146484375
03/31/2017,14385,722.3800048828125
03/30/2017,14439,722.3099975585938
03/29/2017,14412,723.8599853515625
03/28/2017,14412,720.469970703125
03/27/2017,14008,719.260009765625
03/24/2017,14278,723.52001953125
03/23/2017,14924,722.1400146484375
03/22/2017,14709,719.5599975585938
03/21/2017,15678,712.9400024414063
03/20/2017,16029,716.1799926757813
03/17/2017,16406,715.0700073242188
03/16/2017,16352,710.5399780273438
03/15/2017,15948,714.9199829101563
03/14/2017,16002,713.1400146484375
03/13/2017,16002,714.7100219726563
03/10/2017,16136,710.1699829101563
03/09/2017,16136,712.2100219726563
03/08/2017,16109,715.7999877929688
03/07/2017,16675,716.5999755859375
03/06/2017,16972,716.5399780273438
03/03/2017,16487,716.2899780273438
03/02/2017,16325,712.6199951171875
03/01/2017,15948,707.510009765625
02/28/2017,15355,709.52001953125
02/27/2017,16136,710.7899780273438
02/24/2017,15840,717.4400024414063
02/23/2017,16298,714.469970703125
02/22/2017,16810,716.8699951171875
02/21/2017,17187,717.239990234375
02/20/2017,17052,716.5499877929688
02/17/2017,17241,710.5900268554688
02/16/2017,17187,707.8300170898438
02/15/2017,16972,709.3499755859375
02/14/2017,16594,711.5700073242188
02/13/2017,17349,706.260009765625
02/10/2017,16810,705.9000244140625
02/09/2017,16217,703.780029296875
02/08/2017,16379,700.6500244140625
02/07/2017,16029,702.0399780273438
02/06/2017,15813,701.9099731445313
02/03/2017,15786,700.0399780273438
02/02/2017,16002,700.3499755859375
01/25/2017,15382,703.1799926757813
01/24/2017,15409,697.280029296875
01/23/2017,14736,691.3599853515625
01/20/2017,14762,687.1500244140625
01/19/2017,14897,686.260009765625
01/18/2017,14978,682.3099975585938
01/17/2017,15247,683.280029296875
01/16/2017,15355,684.7100219726563
01/13/2017,15194,677.9400024414063
01/12/2017,15517,685.0599975585938
01/11/2017,15517,686.9600219726563
01/10/2017,14655,687.1599731445313
01/09/2017,14008,681.0700073242188
01/06/2017,14197,682.5700073242188
01/05/2017,14547,679.7999877929688
01/04/2017,14385,675.8099975585938
01/03/2017,14304,674.7000122070313
12/30/2016,13604,672.010009765625
12/29/2016,13793,664.8699951171875
12/28/2016,13469,664.719970703125
12/27/2016,13442,663.5
12/26/2016,13254,663.8599853515625
12/23/2016,13631,662.4500122070313
12/22/2016,13900,664.3699951171875
12/21/2016,14008,664.1500244140625
12/20/2016,14439,666.9400024414063
12/19/2016,14816,662.6599731445313
12/16/2016,14493,674.3300170898438
12/15/2016,14493,675.1599731445313
12/14/2016,14466,665.9199829101563
12/13/2016,13847,665.1400146484375
12/12/2016,13631,654.6599731445313
12/09/2016,12931,659.7000122070313
12/08/2016,12715,663.0700073242188
12/07/2016,12877,658.8900146484375
12/06/2016,13200,653.530029296875
12/05/2016,13308,651.489990234375
12/02/2016,12931,660.2100219726563
12/01/2016,13442,665.1400146484375
11/30/2016,13254,666.5399780273438
11/29/2016,13416,665.0700073242188
11/28/2016,13658,658.260009765625
11/25/2016,14008,665.2899780273438
11/24/2016,14439,675.8699951171875
11/23/2016,14224,678.1799926757813
11/22/2016,14278,683.1599731445313
11/21/2016,14116,681.9099731445313
11/18/2016,14116,674.2899780273438
11/17/2016,14278,673.25
11/16/2016,14870,674.5700073242188
11/15/2016,14493,674.5999755859375
11/14/2016,14116,674.260009765625
11/11/2016,13900,673.0499877929688
11/10/2016,13308,679.2000122070313
11/09/2016,12446,678.1699829101563
11/08/2016,12554,670.260009765625
11/07/2016,12284,676.4600219726563
11/04/2016,11826,674.1400146484375
11/03/2016,11799,666.72998046875
11/02/2016,11638,667.6300048828125
11/01/2016,11611,671.4000244140625
10/31/2016,11799,676.5999755859375
10/28/2016,12122,675.7999877929688
10/27/2016,11449,682.25
10/26/2016,11045,676.9000244140625
10/25/2016,11045,673.6099853515625
10/24/2016,10641,676.1799926757813
10/21/2016,10560,678.02001953125
10/20/2016,10749,684.8300170898438
10/19/2016,10883,686.3900146484375
10/18/2016,11260,688.8900146484375
10/17/2016,11207,682.02001953125
10/14/2016,10937,680.9500122070313
10/13/2016,10668,687
10/12/2016,10668,685.22998046875
10/11/2016,10722,682.4500122070313
10/10/2016,10129,682.3599853515625
10/07/2016,10129,674.1900024414063
10/06/2016,9940,683.9500122070313
10/05/2016,9698,687.3200073242188
10/04/2016,9698,687.0399780273438
10/03/2016,9536,684.2000122070313
09/30/2016,9536,683.0499877929688
09/29/2016,9698,685.72998046875
09/28/2016,9698,688.5499877929688
09/27/2016,9698,686.719970703125
09/26/2016,9860,684.8900146484375
09/23/2016,9914,677.0399780273438
09/22/2016,10075,674.0900268554688
09/21/2016,9860,671.3800048828125
09/20/2016,9698,668.47998046875
09/19/2016,9590,663.3699951171875
09/16/2016,9590,657.8900146484375
09/15/2016,9563,651.3099975585938
09/14/2016,9536,656.1799926757813
09/13/2016,9644,656.6400146484375
09/12/2016,9590,659.719970703125
09/09/2016,9698,659.760009765625
09/08/2016,9644,666.8800048828125
09/07/2016,9644,666.0700073242188
09/06/2016,9536,661.280029296875
09/05/2016,9644,663.9000244140625
09/01/2016,9698,664.5499877929688
08/31/2016,9698,669.1900024414063
08/30/2016,9536,674.6300048828125
08/29/2016,9536,672.6699829101563
08/26/2016,9482,669.4400024414063
08/25/2016,9644,667.75
08/24/2016,9698,658.5
08/23/2016,9698,660.77001953125
08/22/2016,9860,659.1599731445313
08/19/2016,9914,657.6799926757813
08/18/2016,9967,662.280029296875
08/17/2016,9914,660.6500244140625
08/16/2016,10021,660.510009765625
08/15/2016,10129,658.1099853515625
08/12/2016,10075,659.469970703125
08/11/2016,9967,655.7100219726563
08/10/2016,9758,660.239990234375
08/09/2016,9862,648.3300170898438
08/08/2016,10020,637.3400268554688
08/05/2016,10020,629.4600219726563
08/04/2016,10020,627.3900146484375
08/03/2016,10020,631.9400024414063
08/02/2016,10125,631.6099853515625
08/01/2016,10177,636.0499877929688
07/29/2016,10177,648.3800048828125
07/28/2016,10177,652.22998046875
07/27/2016,10335,657.1400146484375
07/26/2016,10335,656.1099853515625
07/25/2016,10335,648.5900268554688
07/22/2016,10177,649.2999877929688
